#Thorlabs FTS
[SpectrumHeader]
#Date;20251128
#Time;12520191
#GMTTime;17520191
#Instrument;0
#InstrModel;CCS100
#Series;0
#InterferometerSerial;M00454521
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_vac
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;100.000000
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;13459.357422
#WnrMax;31084.279297
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;3.360000
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#RefGainIndex;0
#RefSignalInPerecent;0.0
#BBRefGainIndex;0
#BBRefSignalInPerecent;0.0
#AutogainStatus;0
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
3.217060242e+02;1.506659435e-03
3.218137207e+02;-4.218646500e-04
3.219214172e+02;1.205327571e-03
3.220291138e+02;2.169589512e-03
3.221368103e+02;1.828080160e-03
3.222445374e+02;2.008879164e-05
3.223522644e+02;6.026637857e-04
3.224600220e+02;3.214206663e-04
3.225677490e+02;2.008879237e-04
3.226755066e+02;-1.366037875e-03
3.227832642e+02;1.185238711e-03
3.228910217e+02;5.423973780e-04
3.229988098e+02;1.044617151e-03
3.231065979e+02;-8.638181025e-04
3.232143555e+02;3.013318928e-04
3.233221436e+02;8.035516657e-05
3.234299316e+02;9.240844520e-04
3.235377502e+02;1.205327571e-04
3.236455688e+02;1.647280995e-03
3.237533875e+02;1.607103331e-04
3.238612061e+02;6.428413326e-04
3.239690552e+02;2.069145674e-03
3.240769043e+02;1.928524114e-03
3.241847229e+02;6.629301351e-04
3.242925720e+02;5.825749831e-04
3.244004211e+02;1.406215451e-04
3.245083008e+02;2.832519822e-03
3.246161804e+02;1.044617151e-03
3.247240601e+02;2.611543052e-03
3.248319702e+02;-1.466481830e-03
3.249398499e+02;-6.026637857e-04
3.250477600e+02;-1.506659435e-03
3.251556702e+02;2.410655143e-04
3.252635803e+02;4.620422260e-04
3.253714905e+02;5.825749831e-04
3.254794312e+02;2.410655143e-04
3.255873718e+02;-1.205327571e-04
