#Thorlabs FTS
[SpectrumHeader]
#Date;20251128
#Time;13004509
#GMTTime;18004509
#Instrument;0
#InstrModel;CCS100
#Series;0
#InterferometerSerial;M00454521
#Type;emission
#ChannelIndex;0
#XAxisUnit;nm_vac
#YAxisUnit;intensity
#Average;1
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;100.000000
#TriggerMode;0
#AirMeasureOpt;0
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#WnrMin;13459.357422
#WnrMax;31084.279297
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#InstrStatus;0
#RefLaserLocked;0
#ChannelIndex;0
#AttenuationFilter;0
#Stitched;0
#ExcitationWavelength_nm;0
#SoftwareVersion;3.360000
#FirmwareVersion;
#Motor_FirmwareVersion;
#ReconstructionAlgorithms_SoftwareVersion;
#Sensor_FirmwareVersion;
#InstrSeriesIdentifier;MUN_CCS_SERIES
#RefGainIndex;0
#RefSignalInPerecent;0.0
#BBRefGainIndex;0
#BBRefSignalInPerecent;0.0
#AutogainStatus;0
#Name;
#Comment;""
#ExtComment;""
#Source;
[Data]
3.217060242e+02;1.214224380e-03
3.218137207e+02;4.706166219e-04
3.219214172e+02;1.289590000e-04
3.220291138e+02;5.108116311e-04
3.221368103e+02;5.108116311e-04
3.222445374e+02;-1.323085889e-04
3.223522644e+02;1.797051984e-03
3.224600220e+02;9.328592569e-04
3.225677490e+02;1.555881929e-03
3.226755066e+02;-8.558187983e-04
3.227832642e+02;2.847146789e-05
3.228910217e+02;7.720792200e-04
3.229988098e+02;-3.131861449e-04
3.231065979e+02;-8.759163320e-04
3.232143555e+02;1.234321855e-03
3.233221436e+02;1.691540092e-04
3.234299316e+02;1.475491910e-03
3.235377502e+02;1.234321855e-03
3.236455688e+02;1.857344527e-03
3.237533875e+02;1.515686978e-03
3.238612061e+02;2.118612174e-03
3.239690552e+02;1.691540092e-04
3.240769043e+02;7.318842108e-04
3.241847229e+02;1.088614954e-04
3.242925720e+02;1.415199367e-03
3.244004211e+02;4.103240790e-04
3.245083008e+02;7.318842108e-04
3.246161804e+02;7.720792200e-04
3.247240601e+02;2.058319515e-03
3.248319702e+02;5.711041158e-04
3.249398499e+02;8.926642477e-04
3.250477600e+02;2.495440422e-04
3.251556702e+02;2.098514698e-03
3.252635803e+02;-1.338158967e-03
3.253714905e+02;1.088614954e-04
3.254794312e+02;-1.926011028e-04
3.255873718e+02;1.289590000e-04
3.256953125e+02;1.475491910e-03
3.258032532e+02;6.514941924e-04
3.259112244e+02;-1.338158967e-03
3.260191956e+02;8.926642477e-04
3.261271667e+02;2.741634846e-03
3.262351379e+02;-2.930886403e-04
3.263431091e+02;6.916892016e-04
3.264511108e+02;-9.563063504e-04
3.265591125e+02;2.440172248e-03
3.266671143e+02;-1.323085889e-04
3.267751160e+02;-6.950387615e-04
3.268831482e+02;4.706166219e-04
3.269911804e+02;1.435296959e-03
3.270992126e+02;-3.332836495e-04
3.272072754e+02;8.373960554e-06
3.273153076e+02;6.866647891e-05
3.274233398e+02;2.199002076e-03
3.275314026e+02;2.093490184e-04
3.276394653e+02;6.514941924e-04
3.277475586e+02;2.299489686e-03
3.278556213e+02;4.907140974e-04
3.279637146e+02;-5.342587247e-04
3.280718079e+02;2.641147235e-03
3.281799316e+02;1.917637070e-03
3.282880249e+02;1.234321855e-03
3.283961487e+02;2.897390514e-04
3.285042419e+02;-1.122110771e-04
3.286123962e+02;7.318842108e-04
3.287205200e+02;3.098365560e-04
3.288286743e+02;1.596076996e-03
3.289368286e+02;-8.357213228e-04
3.290449829e+02;5.711041158e-04
3.291531372e+02;-3.182105138e-05
3.292613220e+02;7.519816863e-04
3.293695068e+02;6.112991250e-04
3.294776917e+02;2.093490184e-04
3.295858459e+02;3.264169907e-03
3.296940613e+02;8.926642477e-04
3.298022461e+02;2.093490184e-04
3.299104614e+02;3.485242603e-03
3.300187073e+02;-5.744537339e-04
3.301269226e+02;-8.759163320e-04
3.302351685e+02;-3.182105138e-05
3.303433838e+02;2.339684637e-03
3.304516602e+02;6.866647891e-05
3.305599060e+02;1.575979404e-03
3.306681213e+02;-1.172354496e-05
3.307763977e+02;2.696415468e-04
3.308846741e+02;1.093639294e-03
3.309929504e+02;2.178904600e-03
3.311012573e+02;8.725667140e-04
3.312095337e+02;2.897390514e-04
3.313178406e+02;3.098365560e-04
3.314261475e+02;-1.524060935e-04
3.315344849e+02;1.435296959e-03
3.316427917e+02;1.013249275e-03
3.317510986e+02;1.395101892e-03
3.318594360e+02;1.314711873e-03
3.319677734e+02;1.289590000e-04
3.320761108e+02;9.529567906e-04
3.321844788e+02;-3.332836495e-04
3.322928467e+02;-1.338158967e-03
